AbsTime(h),Date,Hour,Solar_W_m2,TestGroup_0,TestGroup_1
0.27,2024/1/1,0.27,0.00,-90.03,-90.03
0.27,2024/1/1,0.27,0.00,-90.10,-90.10
0.27,2024/1/1,0.27,0.00,-90.16,-90.16
0.27,2024/1/1,0.27,0.00,-90.22,-90.22
0.27,2024/1/1,0.27,0.00,-90.28,-90.28
0.27,2024/1/1,0.27,0.00,-90.35,-90.35
0.27,2024/1/1,0.27,0.00,-90.41,-90.41
0.27,2024/1/1,0.27,0.00,-90.47,-90.47
0.28,2024/1/1,0.28,0.00,-90.54,-90.54
0.28,2024/1/1,0.28,0.00,-90.60,-90.60
0.28,2024/1/1,0.28,0.00,-90.66,-90.66
0.28,2024/1/1,0.28,0.00,-90.72,-90.72
0.28,2024/1/1,0.28,0.00,-90.79,-90.79
0.28,2024/1/1,0.28,0.00,-90.85,-90.85
0.28,2024/1/1,0.28,0.00,-90.91,-90.91
0.28,2024/1/1,0.28,0.00,-90.97,-90.97
0.28,2024/1/1,0.28,0.00,-91.03,-91.03
0.28,2024/1/1,0.28,0.00,-91.10,-91.10
0.28,2024/1/1,0.28,0.00,-91.16,-91.16
0.28,2024/1/1,0.28,0.00,-91.22,-91.22
0.28,2024/1/1,0.28,0.00,-91.28,-91.28
0.28,2024/1/1,0.28,0.00,-91.34,-91.34
0.28,2024/1/1,0.28,0.00,-91.40,-91.40
0.28,2024/1/1,0.28,0.00,-91.46,-91.46
0.28,2024/1/1,0.28,0.00,-91.53,-91.53
0.28,2024/1/1,0.28,0.00,-91.59,-91.59
0.28,2024/1/1,0.28,0.00,-91.65,-91.65
0.28,2024/1/1,0.28,0.00,-91.71,-91.71
0.28,2024/1/1,0.28,0.00,-91.77,-91.77
0.28,2024/1/1,0.28,0.00,-91.83,-91.83
0.28,2024/1/1,0.28,0.00,-91.89,-91.89
0.28,2024/1/1,0.28,0.00,-91.95,-91.95
0.28,2024/1/1,0.28,0.00,-92.01,-92.01
0.28,2024/1/1,0.28,0.00,-92.07,-92.07
0.28,2024/1/1,0.28,0.00,-92.13,-92.13
0.28,2024/1/1,0.28,0.00,-92.19,-92.19
0.28,2024/1/1,0.28,0.00,-92.25,-92.25
0.28,2024/1/1,0.28,0.00,-92.31,-92.31
0.28,2024/1/1,0.28,0.00,-92.38,-92.38
0.28,2024/1/1,0.28,0.00,-92.44,-92.44
0.28,2024/1/1,0.28,0.00,-92.50,-92.50
0.28,2024/1/1,0.28,0.00,-92.55,-92.55
0.28,2024/1/1,0.28,0.00,-92.61,-92.61
0.28,2024/1/1,0.28,0.00,-92.67,-92.67
0.29,2024/1/1,0.29,0.00,-92.73,-92.73
0.29,2024/1/1,0.29,0.00,-92.79,-92.79
0.29,2024/1/1,0.29,0.00,-92.85,-92.85
0.29,2024/1/1,0.29,0.00,-92.91,-92.91
0.29,2024/1/1,0.29,0.00,-92.97,-92.97
0.29,2024/1/1,0.29,0.00,-93.03,-93.03
0.29,2024/1/1,0.29,0.00,-93.09,-93.09
0.29,2024/1/1,0.29,0.00,-93.15,-93.15
0.29,2024/1/1,0.29,0.00,-93.21,-93.21
0.29,2024/1/1,0.29,0.00,-93.27,-93.27
0.29,2024/1/1,0.29,0.00,-93.33,-93.33
0.29,2024/1/1,0.29,0.00,-93.39,-93.39
0.29,2024/1/1,0.29,0.00,-93.44,-93.44
0.29,2024/1/1,0.29,0.00,-93.50,-93.50
0.29,2024/1/1,0.29,0.00,-93.56,-93.56
0.29,2024/1/1,0.29,0.00,-93.62,-93.62
0.29,2024/1/1,0.29,0.00,-93.68,-93.68
0.29,2024/1/1,0.29,0.00,-93.74,-93.74
0.29,2024/1/1,0.29,0.00,-93.79,-93.79
0.29,2024/1/1,0.29,0.00,-93.85,-93.85
0.29,2024/1/1,0.29,0.00,-93.91,-93.91
0.29,2024/1/1,0.29,0.00,-93.97,-93.97
0.29,2024/1/1,0.29,0.00,-94.03,-94.03
0.29,2024/1/1,0.29,0.00,-94.08,-94.08
0.29,2024/1/1,0.29,0.00,-94.14,-94.14
0.29,2024/1/1,0.29,0.00,-94.20,-94.20
0.29,2024/1/1,0.29,0.00,-94.26,-94.26
0.29,2024/1/1,0.29,0.00,-94.32,-94.32
0.29,2024/1/1,0.29,0.00,-94.37,-94.37
0.29,2024/1/1,0.29,0.00,-94.43,-94.43
0.29,2024/1/1,0.29,0.00,-94.49,-94.49
0.29,2024/1/1,0.29,0.00,-94.54,-94.54
0.29,2024/1/1,0.29,0.00,-94.60,-94.60
0.29,2024/1/1,0.29,0.00,-94.66,-94.66
0.29,2024/1/1,0.29,0.00,-94.72,-94.72
0.29,2024/1/1,0.29,0.00,-94.77,-94.77
0.30,2024/1/1,0.30,0.00,-94.83,-94.83
0.30,2024/1/1,0.30,0.00,-94.89,-94.89
0.30,2024/1/1,0.30,0.00,-94.94,-94.94
0.30,2024/1/1,0.30,0.00,-95.00,-95.00
0.30,2024/1/1,0.30,0.00,-95.06,-95.06
0.30,2024/1/1,0.30,0.00,-95.11,-95.11
0.30,2024/1/1,0.30,0.00,-95.17,-95.17
0.30,2024/1/1,0.30,0.00,-95.23,-95.23
0.30,2024/1/1,0.30,0.00,-95.28,-95.28
0.30,2024/1/1,0.30,0.00,-95.34,-95.34
0.30,2024/1/1,0.30,0.00,-95.39,-95.39
0.30,2024/1/1,0.30,0.00,-95.45,-95.45
0.30,2024/1/1,0.30,0.00,-95.51,-95.51
0.30,2024/1/1,0.30,0.00,-95.56,-95.56
0.30,2024/1/1,0.30,0.00,-95.62,-95.62
0.30,2024/1/1,0.30,0.00,-95.67,-95.67
0.30,2024/1/1,0.30,0.00,-95.73,-95.73
0.30,2024/1/1,0.30,0.00,-95.79,-95.79
0.30,2024/1/1,0.30,0.00,-95.84,-95.84
0.30,2024/1/1,0.30,0.00,-95.90,-95.90
0.30,2024/1/1,0.30,0.00,-95.95,-95.95
0.30,2024/1/1,0.30,0.00,-96.01,-96.01
0.30,2024/1/1,0.30,0.00,-96.06,-96.06
0.30,2024/1/1,0.30,0.00,-96.12,-96.12
0.30,2024/1/1,0.30,0.00,-96.17,-96.17
0.30,2024/1/1,0.30,0.00,-96.23,-96.23
0.30,2024/1/1,0.30,0.00,-96.28,-96.28
0.30,2024/1/1,0.30,0.00,-96.34,-96.34
0.30,2024/1/1,0.30,0.00,-96.39,-96.39
0.30,2024/1/1,0.30,0.00,-96.45,-96.45
0.30,2024/1/1,0.30,0.00,-96.50,-96.50
0.30,2024/1/1,0.30,0.00,-96.56,-96.56
0.30,2024/1/1,0.30,0.00,-96.61,-96.61
0.30,2024/1/1,0.30,0.00,-96.67,-96.67
0.30,2024/1/1,0.30,0.00,-96.72,-96.72
0.30,2024/1/1,0.30,0.00,-96.78,-96.78
0.31,2024/1/1,0.31,0.00,-96.83,-96.83
0.31,2024/1/1,0.31,0.00,-96.88,-96.88
0.31,2024/1/1,0.31,0.00,-96.94,-96.94
0.31,2024/1/1,0.31,0.00,-96.99,-96.99
0.31,2024/1/1,0.31,0.00,-97.05,-97.05
0.31,2024/1/1,0.31,0.00,-97.10,-97.10
0.31,2024/1/1,0.31,0.00,-97.16,-97.15
0.31,2024/1/1,0.31,0.00,-97.21,-97.21
0.31,2024/1/1,0.31,0.00,-97.26,-97.26
0.31,2024/1/1,0.31,0.00,-97.32,-97.32
0.31,2024/1/1,0.31,0.00,-97.37,-97.37
0.31,2024/1/1,0.31,0.00,-97.42,-97.42
0.31,2024/1/1,0.31,0.00,-97.48,-97.48
0.31,2024/1/1,0.31,0.00,-97.53,-97.53
0.31,2024/1/1,0.31,0.00,-97.58,-97.58
0.31,2024/1/1,0.31,0.00,-97.64,-97.64
0.31,2024/1/1,0.31,0.00,-97.69,-97.69
0.31,2024/1/1,0.31,0.00,-97.74,-97.74
0.31,2024/1/1,0.31,0.00,-97.80,-97.80
0.31,2024/1/1,0.31,0.00,-97.85,-97.85
0.31,2024/1/1,0.31,0.00,-97.90,-97.90
0.31,2024/1/1,0.31,0.00,-97.96,-97.96
0.31,2024/1/1,0.31,0.00,-98.01,-98.01
0.31,2024/1/1,0.31,0.00,-98.06,-98.06
0.31,2024/1/1,0.31,0.00,-98.12,-98.12
0.31,2024/1/1,0.31,0.00,-98.17,-98.17
0.31,2024/1/1,0.31,0.00,-98.22,-98.22
0.31,2024/1/1,0.31,0.00,-98.27,-98.27
0.31,2024/1/1,0.31,0.00,-98.33,-98.33
0.31,2024/1/1,0.31,0.00,-98.38,-98.38
0.31,2024/1/1,0.31,0.00,-98.43,-98.43
0.31,2024/1/1,0.31,0.00,-98.48,-98.48
0.31,2024/1/1,0.31,0.00,-98.54,-98.54
0.31,2024/1/1,0.31,0.00,-98.59,-98.59
0.31,2024/1/1,0.31,0.00,-98.64,-98.64
0.31,2024/1/1,0.31,0.00,-98.69,-98.69
0.32,2024/1/1,0.32,0.00,-98.74,-98.74
0.32,2024/1/1,0.32,0.00,-98.80,-98.80
0.32,2024/1/1,0.32,0.00,-98.85,-98.85
0.32,2024/1/1,0.32,0.00,-98.90,-98.90
0.32,2024/1/1,0.32,0.00,-98.95,-98.95
0.32,2024/1/1,0.32,0.00,-99.00,-99.00
0.32,2024/1/1,0.32,0.00,-99.06,-99.06
0.32,2024/1/1,0.32,0.00,-99.11,-99.11
0.32,2024/1/1,0.32,0.00,-99.16,-99.16
0.32,2024/1/1,0.32,0.00,-99.21,-99.21
0.32,2024/1/1,0.32,0.00,-99.26,-99.26
0.32,2024/1/1,0.32,0.00,-99.31,-99.31
0.32,2024/1/1,0.32,0.00,-99.36,-99.36
0.32,2024/1/1,0.32,0.00,-99.42,-99.42
0.32,2024/1/1,0.32,0.00,-99.47,-99.47
0.32,2024/1/1,0.32,0.00,-99.52,-99.52
0.32,2024/1/1,0.32,0.00,-99.57,-99.57
0.32,2024/1/1,0.32,0.00,-99.62,-99.62
0.32,2024/1/1,0.32,0.00,-99.67,-99.67
0.32,2024/1/1,0.32,0.00,-99.72,-99.72
0.32,2024/1/1,0.32,0.00,-99.77,-99.77
0.32,2024/1/1,0.32,0.00,-99.82,-99.82
0.32,2024/1/1,0.32,0.00,-99.87,-99.87
0.32,2024/1/1,0.32,0.00,-99.92,-99.92
0.32,2024/1/1,0.32,0.00,-99.98,-99.98
0.32,2024/1/1,0.32,0.00,-100.03,-100.03
0.32,2024/1/1,0.32,0.00,-100.08,-100.08
0.32,2024/1/1,0.32,0.00,-100.13,-100.13
0.32,2024/1/1,0.32,0.00,-100.18,-100.18
0.32,2024/1/1,0.32,0.00,-100.23,-100.23
0.32,2024/1/1,0.32,0.00,-100.28,-100.28
0.32,2024/1/1,0.32,0.00,-100.33,-100.33
0.32,2024/1/1,0.32,0.00,-100.38,-100.38
0.32,2024/1/1,0.32,0.00,-100.43,-100.43
0.32,2024/1/1,0.32,0.00,-100.48,-100.48
0.32,2024/1/1,0.32,0.00,-100.53,-100.53
0.33,2024/1/1,0.33,0.00,-100.58,-100.58
0.33,2024/1/1,0.33,0.00,-100.63,-100.63
0.33,2024/1/1,0.33,0.00,-100.68,-100.68
0.33,2024/1/1,0.33,0.00,-100.73,-100.73
0.33,2024/1/1,0.33,0.00,-100.78,-100.78
0.33,2024/1/1,0.33,0.00,-100.83,-100.83
0.33,2024/1/1,0.33,0.00,-100.88,-100.88
0.33,2024/1/1,0.33,0.00,-100.93,-100.93
0.33,2024/1/1,0.33,0.00,-100.98,-100.98
0.33,2024/1/1,0.33,0.00,-101.02,-101.02
0.33,2024/1/1,0.33,0.00,-101.07,-101.07
0.33,2024/1/1,0.33,0.00,-101.12,-101.12
0.33,2024/1/1,0.33,0.00,-101.17,-101.17
0.33,2024/1/1,0.33,0.00,-101.22,-101.22
0.33,2024/1/1,0.33,0.00,-101.27,-101.27
0.33,2024/1/1,0.33,0.00,-101.32,-101.32
0.33,2024/1/1,0.33,0.00,-101.37,-101.37
0.33,2024/1/1,0.33,0.00,-101.42,-101.42
0.33,2024/1/1,0.33,0.00,-101.47,-101.47
0.33,2024/1/1,0.33,0.00,-101.52,-101.52
0.33,2024/1/1,0.33,0.00,-101.56,-101.56
0.33,2024/1/1,0.33,0.00,-101.61,-101.61
0.33,2024/1/1,0.33,0.00,-101.66,-101.66
0.33,2024/1/1,0.33,0.00,-101.71,-101.71
0.33,2024/1/1,0.33,0.00,-101.76,-101.76
0.33,2024/1/1,0.33,0.00,-101.81,-101.81
0.33,2024/1/1,0.33,0.00,-101.86,-101.86
0.33,2024/1/1,0.33,0.00,-101.90,-101.90
0.33,2024/1/1,0.33,0.00,-101.95,-101.95
0.33,2024/1/1,0.33,0.00,-102.00,-102.00
0.33,2024/1/1,0.33,0.00,-102.05,-102.05
0.33,2024/1/1,0.33,0.00,-102.10,-102.10
0.33,2024/1/1,0.33,0.00,-102.15,-102.15
0.33,2024/1/1,0.33,0.00,-102.19,-102.19
0.33,2024/1/1,0.33,0.00,-102.24,-102.24
0.33,2024/1/1,0.33,0.00,-102.29,-102.29
0.34,2024/1/1,0.34,0.00,-102.34,-102.34
0.34,2024/1/1,0.34,0.00,-102.39,-102.39
0.34,2024/1/1,0.34,0.00,-102.43,-102.43
0.34,2024/1/1,0.34,0.00,-102.48,-102.48
0.34,2024/1/1,0.34,0.00,-102.53,-102.53
0.34,2024/1/1,0.34,0.00,-102.58,-102.58
0.34,2024/1/1,0.34,0.00,-102.62,-102.62
0.34,2024/1/1,0.34,0.00,-102.67,-102.67
0.34,2024/1/1,0.34,0.00,-102.72,-102.72
0.34,2024/1/1,0.34,0.00,-102.77,-102.77
0.34,2024/1/1,0.34,0.00,-102.81,-102.81
0.34,2024/1/1,0.34,0.00,-102.86,-102.86
0.34,2024/1/1,0.34,0.00,-102.91,-102.91
0.34,2024/1/1,0.34,0.00,-102.96,-102.96
0.34,2024/1/1,0.34,0.00,-103.00,-103.00
0.34,2024/1/1,0.34,0.00,-103.05,-103.05
0.34,2024/1/1,0.34,0.00,-103.10,-103.10
0.34,2024/1/1,0.34,0.00,-103.14,-103.14
0.34,2024/1/1,0.34,0.00,-103.19,-103.19
0.34,2024/1/1,0.34,0.00,-103.24,-103.24
0.34,2024/1/1,0.34,0.00,-103.28,-103.28
0.34,2024/1/1,0.34,0.00,-103.33,-103.33
0.34,2024/1/1,0.34,0.00,-103.38,-103.38
0.34,2024/1/1,0.34,0.00,-103.43,-103.43
0.34,2024/1/1,0.34,0.00,-103.47,-103.47
0.34,2024/1/1,0.34,0.00,-103.52,-103.52
0.34,2024/1/1,0.34,0.00,-103.57,-103.57
0.34,2024/1/1,0.34,0.00,-103.61,-103.61
0.34,2024/1/1,0.34,0.00,-103.66,-103.66
0.34,2024/1/1,0.34,0.00,-103.70,-103.70
0.34,2024/1/1,0.34,0.00,-103.75,-103.75
0.34,2024/1/1,0.34,0.00,-103.80,-103.80
0.34,2024/1/1,0.34,0.00,-103.84,-103.84
0.34,2024/1/1,0.34,0.00,-103.89,-103.89
0.34,2024/1/1,0.34,0.00,-103.94,-103.94
0.34,2024/1/1,0.34,0.00,-103.98,-103.98
0.35,2024/1/1,0.35,0.00,-104.03,-104.03
0.35,2024/1/1,0.35,0.00,-104.07,-104.07
0.35,2024/1/1,0.35,0.00,-104.12,-104.12
0.35,2024/1/1,0.35,0.00,-104.17,-104.17
0.35,2024/1/1,0.35,0.00,-104.21,-104.21
0.35,2024/1/1,0.35,0.00,-104.26,-104.26
0.35,2024/1/1,0.35,0.00,-104.30,-104.30
0.35,2024/1/1,0.35,0.00,-104.35,-104.35
0.35,2024/1/1,0.35,0.00,-104.39,-104.39
0.35,2024/1/1,0.35,0.00,-104.44,-104.44
0.35,2024/1/1,0.35,0.00,-104.49,-104.49
0.35,2024/1/1,0.35,0.00,-104.53,-104.53
0.35,2024/1/1,0.35,0.00,-104.58,-104.58
0.35,2024/1/1,0.35,0.00,-104.62,-104.62
0.35,2024/1/1,0.35,0.00,-104.67,-104.67
0.35,2024/1/1,0.35,0.00,-104.71,-104.71
0.35,2024/1/1,0.35,0.00,-104.76,-104.76
0.35,2024/1/1,0.35,0.00,-104.80,-104.80
0.35,2024/1/1,0.35,0.00,-104.85,-104.85
0.35,2024/1/1,0.35,0.00,-104.89,-104.89
0.35,2024/1/1,0.35,0.00,-104.94,-104.94
0.35,2024/1/1,0.35,0.00,-104.98,-104.98
0.35,2024/1/1,0.35,0.00,-105.03,-105.03
0.35,2024/1/1,0.35,0.00,-105.07,-105.07
0.35,2024/1/1,0.35,0.00,-105.12,-105.12
0.35,2024/1/1,0.35,0.00,-105.16,-105.16
0.35,2024/1/1,0.35,0.00,-105.21,-105.21
0.35,2024/1/1,0.35,0.00,-105.25,-105.25
0.35,2024/1/1,0.35,0.00,-105.30,-105.30
0.35,2024/1/1,0.35,0.00,-105.34,-105.34
0.35,2024/1/1,0.35,0.00,-105.39,-105.39
0.35,2024/1/1,0.35,0.00,-105.43,-105.43
0.35,2024/1/1,0.35,0.00,-105.48,-105.48
0.35,2024/1/1,0.35,0.00,-105.52,-105.52
0.35,2024/1/1,0.35,0.00,-105.56,-105.56
0.35,2024/1/1,0.35,0.00,-105.61,-105.61
0.36,2024/1/1,0.36,0.00,-105.65,-105.65
0.36,2024/1/1,0.36,0.00,-105.70,-105.70
0.36,2024/1/1,0.36,0.00,-105.74,-105.74
0.36,2024/1/1,0.36,0.00,-105.79,-105.79
0.36,2024/1/1,0.36,0.00,-105.83,-105.83
0.36,2024/1/1,0.36,0.00,-105.87,-105.87
0.36,2024/1/1,0.36,0.00,-105.92,-105.92
0.36,2024/1/1,0.36,0.00,-105.96,-105.96
0.36,2024/1/1,0.36,0.00,-106.01,-106.01
0.36,2024/1/1,0.36,0.00,-106.05,-106.05
0.36,2024/1/1,0.36,0.00,-106.09,-106.09
0.36,2024/1/1,0.36,0.00,-106.14,-106.14
0.36,2024/1/1,0.36,0.00,-106.18,-106.18
0.36,2024/1/1,0.36,0.00,-106.23,-106.23
0.36,2024/1/1,0.36,0.00,-106.27,-106.27
0.36,2024/1/1,0.36,0.00,-106.31,-106.31
0.36,2024/1/1,0.36,0.00,-106.36,-106.36
0.36,2024/1/1,0.36,0.00,-106.40,-106.40
0.36,2024/1/1,0.36,0.00,-106.44,-106.44
0.36,2024/1/1,0.36,0.00,-106.49,-106.49
0.36,2024/1/1,0.36,0.00,-106.53,-106.53
0.36,2024/1/1,0.36,0.00,-106.57,-106.57
0.36,2024/1/1,0.36,0.00,-106.62,-106.62
0.36,2024/1/1,0.36,0.00,-106.66,-106.66
0.36,2024/1/1,0.36,0.00,-106.70,-106.70
0.36,2024/1/1,0.36,0.00,-106.75,-106.75
0.36,2024/1/1,0.36,0.00,-106.79,-106.79
0.36,2024/1/1,0.36,0.00,-106.83,-106.83
0.36,2024/1/1,0.36,0.00,-106.88,-106.88
0.36,2024/1/1,0.36,0.00,-106.92,-106.92
0.36,2024/1/1,0.36,0.00,-106.96,-106.96
0.36,2024/1/1,0.36,0.00,-107.00,-107.00
0.36,2024/1/1,0.36,0.00,-107.05,-107.05
0.36,2024/1/1,0.36,0.00,-107.09,-107.09
0.36,2024/1/1,0.36,0.00,-107.13,-107.13
0.36,2024/1/1,0.36,0.00,-107.18,-107.18
0.37,2024/1/1,0.37,0.00,-107.22,-107.22
0.37,2024/1/1,0.37,0.00,-107.26,-107.26
0.37,2024/1/1,0.37,0.00,-107.30,-107.30
0.37,2024/1/1,0.37,0.00,-107.35,-107.35
0.37,2024/1/1,0.37,0.00,-107.39,-107.39
0.37,2024/1/1,0.37,0.00,-107.43,-107.43
0.37,2024/1/1,0.37,0.00,-107.47,-107.47
0.37,2024/1/1,0.37,0.00,-107.52,-107.52
0.37,2024/1/1,0.37,0.00,-107.56,-107.56
0.37,2024/1/1,0.37,0.00,-107.60,-107.60
0.37,2024/1/1,0.37,0.00,-107.64,-107.64
0.37,2024/1/1,0.37,0.00,-107.69,-107.69
0.37,2024/1/1,0.37,0.00,-107.73,-107.73
0.37,2024/1/1,0.37,0.00,-107.77,-107.77
0.37,2024/1/1,0.37,0.00,-107.81,-107.81
0.37,2024/1/1,0.37,0.00,-107.85,-107.85
0.37,2024/1/1,0.37,0.00,-107.90,-107.90
0.37,2024/1/1,0.37,0.00,-107.94,-107.94
0.37,2024/1/1,0.37,0.00,-107.98,-107.98
0.37,2024/1/1,0.37,0.00,-108.02,-108.02
0.37,2024/1/1,0.37,0.00,-108.06,-108.06
0.37,2024/1/1,0.37,0.00,-108.11,-108.11
0.37,2024/1/1,0.37,0.00,-108.15,-108.15
0.37,2024/1/1,0.37,0.00,-108.19,-108.19
0.37,2024/1/1,0.37,0.00,-108.23,-108.23
0.37,2024/1/1,0.37,0.00,-108.27,-108.27
0.37,2024/1/1,0.37,0.00,-108.31,-108.31
0.37,2024/1/1,0.37,0.00,-108.35,-108.35
0.37,2024/1/1,0.37,0.00,-108.40,-108.40
0.37,2024/1/1,0.37,0.00,-108.44,-108.44
0.37,2024/1/1,0.37,0.00,-108.48,-108.48
0.37,2024/1/1,0.37,0.00,-108.52,-108.52
0.37,2024/1/1,0.37,0.00,-108.56,-108.56
0.37,2024/1/1,0.37,0.00,-108.60,-108.60
0.37,2024/1/1,0.37,0.00,-108.64,-108.64
0.37,2024/1/1,0.37,0.00,-108.69,-108.69
0.38,2024/1/1,0.38,0.00,-108.73,-108.73
0.38,2024/1/1,0.38,0.00,-108.77,-108.77
0.38,2024/1/1,0.38,0.00,-108.81,-108.81
0.38,2024/1/1,0.38,0.00,-108.85,-108.85
0.38,2024/1/1,0.38,0.00,-108.89,-108.89
0.38,2024/1/1,0.38,0.00,-108.93,-108.93
0.38,2024/1/1,0.38,0.00,-108.97,-108.97
0.38,2024/1/1,0.38,0.00,-109.01,-109.01
0.38,2024/1/1,0.38,0.00,-109.05,-109.05
0.38,2024/1/1,0.38,0.00,-109.10,-109.10
0.38,2024/1/1,0.38,0.00,-109.14,-109.14
0.38,2024/1/1,0.38,0.00,-109.18,-109.18
0.38,2024/1/1,0.38,0.00,-109.22,-109.22
0.38,2024/1/1,0.38,0.00,-109.26,-109.26
0.38,2024/1/1,0.38,0.00,-109.30,-109.30
0.38,2024/1/1,0.38,0.00,-109.34,-109.34
0.38,2024/1/1,0.38,0.00,-109.38,-109.38
0.38,2024/1/1,0.38,0.00,-109.42,-109.42
0.38,2024/1/1,0.38,0.00,-109.46,-109.46
0.38,2024/1/1,0.38,0.00,-109.50,-109.50
0.38,2024/1/1,0.38,0.00,-109.54,-109.54
0.38,2024/1/1,0.38,0.00,-109.58,-109.58
0.38,2024/1/1,0.38,0.00,-109.62,-109.62
0.38,2024/1/1,0.38,0.00,-109.66,-109.66
0.38,2024/1/1,0.38,0.00,-109.70,-109.70
0.38,2024/1/1,0.38,0.00,-109.74,-109.74
0.38,2024/1/1,0.38,0.00,-109.78,-109.78
0.38,2024/1/1,0.38,0.00,-109.82,-109.82
0.38,2024/1/1,0.38,0.00,-109.86,-109.86
0.38,2024/1/1,0.38,0.00,-109.90,-109.90
0.38,2024/1/1,0.38,0.00,-109.94,-109.94
0.38,2024/1/1,0.38,0.00,-109.98,-109.98
0.38,2024/1/1,0.38,0.00,-110.02,-110.02
0.38,2024/1/1,0.38,0.00,-110.06,-110.06
0.38,2024/1/1,0.38,0.00,-110.10,-110.10
0.38,2024/1/1,0.38,0.00,-110.14,-110.14
0.39,2024/1/1,0.39,0.00,-110.18,-110.18
0.39,2024/1/1,0.39,0.00,-110.22,-110.22
0.39,2024/1/1,0.39,0.00,-110.26,-110.26
0.39,2024/1/1,0.39,0.00,-110.30,-110.30
0.39,2024/1/1,0.39,0.00,-110.34,-110.34
0.39,2024/1/1,0.39,0.00,-110.38,-110.38
0.39,2024/1/1,0.39,0.00,-110.42,-110.42
0.39,2024/1/1,0.39,0.00,-110.46,-110.46
0.39,2024/1/1,0.39,0.00,-110.50,-110.50
0.39,2024/1/1,0.39,0.00,-110.54,-110.54
0.39,2024/1/1,0.39,0.00,-110.58,-110.58
0.39,2024/1/1,0.39,0.00,-110.62,-110.62
0.39,2024/1/1,0.39,0.00,-110.66,-110.66
0.39,2024/1/1,0.39,0.00,-110.70,-110.70
0.39,2024/1/1,0.39,0.00,-110.73,-110.73
0.39,2024/1/1,0.39,0.00,-110.77,-110.77
0.39,2024/1/1,0.39,0.00,-110.81,-110.81
0.39,2024/1/1,0.39,0.00,-110.85,-110.85
0.39,2024/1/1,0.39,0.00,-110.89,-110.89
0.39,2024/1/1,0.39,0.00,-110.93,-110.93
0.39,2024/1/1,0.39,0.00,-110.97,-110.97
0.39,2024/1/1,0.39,0.00,-111.01,-111.01
0.39,2024/1/1,0.39,0.00,-111.05,-111.05
0.39,2024/1/1,0.39,0.00,-111.09,-111.09
0.39,2024/1/1,0.39,0.00,-111.12,-111.12
0.39,2024/1/1,0.39,0.00,-111.16,-111.16
0.39,2024/1/1,0.39,0.00,-111.20,-111.20
0.39,2024/1/1,0.39,0.00,-111.24,-111.24
0.39,2024/1/1,0.39,0.00,-111.28,-111.28
0.39,2024/1/1,0.39,0.00,-111.32,-111.32
0.39,2024/1/1,0.39,0.00,-111.36,-111.36
0.39,2024/1/1,0.39,0.00,-111.39,-111.39
0.39,2024/1/1,0.39,0.00,-111.43,-111.43
0.39,2024/1/1,0.39,0.00,-111.47,-111.47
0.39,2024/1/1,0.39,0.00,-111.51,-111.51
0.39,2024/1/1,0.39,0.00,-111.55,-111.55
0.40,2024/1/1,0.40,0.00,-111.59,-111.59
0.40,2024/1/1,0.40,0.00,-111.63,-111.63
0.40,2024/1/1,0.40,0.00,-111.66,-111.66
0.40,2024/1/1,0.40,0.00,-111.70,-111.70
0.40,2024/1/1,0.40,0.00,-111.74,-111.74
0.40,2024/1/1,0.40,0.00,-111.78,-111.78
0.40,2024/1/1,0.40,0.00,-111.82,-111.82
0.40,2024/1/1,0.40,0.00,-111.85,-111.85
0.40,2024/1/1,0.40,0.00,-111.89,-111.89
0.40,2024/1/1,0.40,0.00,-111.93,-111.93
0.40,2024/1/1,0.40,0.00,-111.97,-111.97
0.40,2024/1/1,0.40,0.00,-112.01,-112.01
0.40,2024/1/1,0.40,0.00,-112.05,-112.05
0.40,2024/1/1,0.40,0.00,-112.08,-112.08
0.40,2024/1/1,0.40,0.00,-112.12,-112.12
0.40,2024/1/1,0.40,0.00,-112.16,-112.16
0.40,2024/1/1,0.40,0.00,-112.20,-112.20
0.40,2024/1/1,0.40,0.00,-112.23,-112.23
0.40,2024/1/1,0.40,0.00,-112.27,-112.27
0.40,2024/1/1,0.40,0.00,-112.31,-112.31
0.40,2024/1/1,0.40,0.00,-112.35,-112.35
0.40,2024/1/1,0.40,0.00,-112.39,-112.39
0.40,2024/1/1,0.40,0.00,-112.42,-112.42
0.40,2024/1/1,0.40,0.00,-112.46,-112.46
0.40,2024/1/1,0.40,0.00,-112.50,-112.50
0.40,2024/1/1,0.40,0.00,-112.54,-112.54
0.40,2024/1/1,0.40,0.00,-112.57,-112.57
0.40,2024/1/1,0.40,0.00,-112.61,-112.61
0.40,2024/1/1,0.40,0.00,-112.65,-112.65
0.40,2024/1/1,0.40,0.00,-112.68,-112.68
0.40,2024/1/1,0.40,0.00,-112.72,-112.72
0.40,2024/1/1,0.40,0.00,-112.76,-112.76
0.40,2024/1/1,0.40,0.00,-112.80,-112.80
0.40,2024/1/1,0.40,0.00,-112.83,-112.83
0.40,2024/1/1,0.40,0.00,-112.87,-112.87
0.40,2024/1/1,0.40,0.00,-112.91,-112.91
0.41,2024/1/1,0.41,0.00,-112.95,-112.95
0.41,2024/1/1,0.41,0.00,-112.98,-112.98
0.41,2024/1/1,0.41,0.00,-113.02,-113.02
0.41,2024/1/1,0.41,0.00,-113.06,-113.06
0.41,2024/1/1,0.41,0.00,-113.09,-113.09
