AbsTime(h),Date,Hour,Solar_W_m2,TestGroup_0,TestGroup_1
0.00,2024/1/1,0.00,0.00,726.85,726.85
0.00,2024/1/1,0.00,0.00,651.02,651.02
0.00,2024/1/1,0.00,0.00,597.14,597.14
0.00,2024/1/1,0.00,0.00,557.06,557.06
0.00,2024/1/1,0.00,0.00,526.13,526.13
0.00,2024/1/1,0.00,0.00,501.49,501.49
0.00,2024/1/1,0.00,0.00,481.31,481.31
0.00,2024/1/1,0.00,0.00,464.36,464.36
0.00,2024/1/1,0.00,0.00,449.79,449.79
0.00,2024/1/1,0.00,0.00,437.02,437.02
0.00,2024/1/1,0.00,0.00,425.64,425.64
0.00,2024/1/1,0.00,0.00,415.33,415.33
0.00,2024/1/1,0.00,0.00,405.87,405.87
0.00,2024/1/1,0.00,0.00,397.10,397.10
0.00,2024/1/1,0.00,0.00,388.89,388.89
0.00,2024/1/1,0.00,0.00,381.15,381.15
0.00,2024/1/1,0.00,0.00,373.81,373.81
0.00,2024/1/1,0.00,0.00,366.81,366.81
0.01,2024/1/1,0.01,0.00,360.12,360.12
0.01,2024/1/1,0.01,0.00,353.69,353.69
0.01,2024/1/1,0.01,0.00,347.49,347.49
0.01,2024/1/1,0.01,0.00,341.51,341.51
0.01,2024/1/1,0.01,0.00,335.73,335.73
0.01,2024/1/1,0.01,0.00,330.14,330.14
0.01,2024/1/1,0.01,0.00,324.71,324.71
0.01,2024/1/1,0.01,0.00,319.44,319.44
0.01,2024/1/1,0.01,0.00,314.32,314.32
0.01,2024/1/1,0.01,0.00,309.34,309.34
0.01,2024/1/1,0.01,0.00,304.50,304.50
0.01,2024/1/1,0.01,0.00,299.79,299.79
0.01,2024/1/1,0.01,0.00,295.20,295.20
0.01,2024/1/1,0.01,0.00,290.72,290.72
0.01,2024/1/1,0.01,0.00,286.36,286.36
0.01,2024/1/1,0.01,0.00,282.10,282.10
0.01,2024/1/1,0.01,0.00,277.95,277.95
0.01,2024/1/1,0.01,0.00,273.90,273.90
0.01,2024/1/1,0.01,0.00,269.94,269.94
0.01,2024/1/1,0.01,0.00,266.08,266.08
0.01,2024/1/1,0.01,0.00,262.30,262.30
0.01,2024/1/1,0.01,0.00,258.61,258.61
0.01,2024/1/1,0.01,0.00,255.00,255.00
0.01,2024/1/1,0.01,0.00,251.47,251.47
0.01,2024/1/1,0.01,0.00,248.02,248.02
0.01,2024/1/1,0.01,0.00,244.65,244.65
0.01,2024/1/1,0.01,0.00,241.34,241.34
0.01,2024/1/1,0.01,0.00,238.11,238.11
0.01,2024/1/1,0.01,0.00,234.94,234.94
0.01,2024/1/1,0.01,0.00,231.84,231.84
0.01,2024/1/1,0.01,0.00,228.81,228.81
0.01,2024/1/1,0.01,0.00,225.83,225.83
0.01,2024/1/1,0.01,0.00,222.91,222.91
0.01,2024/1/1,0.01,0.00,220.06,220.06
0.01,2024/1/1,0.01,0.00,217.25,217.25
0.01,2024/1/1,0.01,0.00,214.51,214.51
0.02,2024/1/1,0.02,0.00,211.81,211.81
0.02,2024/1/1,0.02,0.00,209.16,209.16
0.02,2024/1/1,0.02,0.00,206.57,206.57
0.02,2024/1/1,0.02,0.00,204.02,204.02
0.02,2024/1/1,0.02,0.00,201.52,201.52
0.02,2024/1/1,0.02,0.00,199.07,199.07
0.02,2024/1/1,0.02,0.00,196.66,196.66
0.02,2024/1/1,0.02,0.00,194.29,194.29
0.02,2024/1/1,0.02,0.00,191.96,191.96
0.02,2024/1/1,0.02,0.00,189.67,189.67
0.02,2024/1/1,0.02,0.00,187.43,187.43
0.02,2024/1/1,0.02,0.00,185.22,185.22
0.02,2024/1/1,0.02,0.00,183.05,183.05
0.02,2024/1/1,0.02,0.00,180.91,180.91
0.02,2024/1/1,0.02,0.00,178.81,178.81
0.02,2024/1/1,0.02,0.00,176.75,176.75
0.02,2024/1/1,0.02,0.00,174.72,174.72
0.02,2024/1/1,0.02,0.00,172.72,172.72
0.02,2024/1/1,0.02,0.00,170.75,170.75
0.02,2024/1/1,0.02,0.00,168.81,168.81
0.02,2024/1/1,0.02,0.00,166.91,166.91
0.02,2024/1/1,0.02,0.00,165.03,165.03
0.02,2024/1/1,0.02,0.00,163.18,163.18
0.02,2024/1/1,0.02,0.00,161.36,161.36
0.02,2024/1/1,0.02,0.00,159.57,159.57
0.02,2024/1/1,0.02,0.00,157.80,157.80
0.02,2024/1/1,0.02,0.00,156.06,156.06
0.02,2024/1/1,0.02,0.00,154.35,154.35
0.02,2024/1/1,0.02,0.00,152.66,152.66
0.02,2024/1/1,0.02,0.00,150.99,150.99
0.02,2024/1/1,0.02,0.00,149.35,149.35
0.02,2024/1/1,0.02,0.00,147.73,147.73
0.02,2024/1/1,0.02,0.00,146.14,146.14
0.02,2024/1/1,0.02,0.00,144.56,144.56
0.02,2024/1/1,0.02,0.00,143.01,143.01
0.02,2024/1/1,0.02,0.00,141.48,141.48
0.02,2024/1/1,0.02,0.00,139.96,139.96
0.03,2024/1/1,0.03,0.00,138.47,138.47
0.03,2024/1/1,0.03,0.00,137.00,137.00
0.03,2024/1/1,0.03,0.00,135.55,135.55
0.03,2024/1/1,0.03,0.00,134.12,134.12
0.03,2024/1/1,0.03,0.00,132.70,132.70
0.03,2024/1/1,0.03,0.00,131.30,131.30
0.03,2024/1/1,0.03,0.00,129.93,129.93
0.03,2024/1/1,0.03,0.00,128.56,128.56
0.03,2024/1/1,0.03,0.00,127.22,127.22
0.03,2024/1/1,0.03,0.00,125.89,125.89
0.03,2024/1/1,0.03,0.00,124.58,124.58
0.03,2024/1/1,0.03,0.00,123.28,123.28
0.03,2024/1/1,0.03,0.00,122.00,122.00
0.03,2024/1/1,0.03,0.00,120.74,120.74
0.03,2024/1/1,0.03,0.00,119.49,119.49
0.03,2024/1/1,0.03,0.00,118.25,118.25
0.03,2024/1/1,0.03,0.00,117.03,117.03
0.03,2024/1/1,0.03,0.00,115.82,115.82
0.03,2024/1/1,0.03,0.00,114.63,114.63
0.03,2024/1/1,0.03,0.00,113.45,113.45
0.03,2024/1/1,0.03,0.00,112.29,112.29
0.03,2024/1/1,0.03,0.00,111.13,111.13
0.03,2024/1/1,0.03,0.00,109.99,109.99
0.03,2024/1/1,0.03,0.00,108.87,108.87
0.03,2024/1/1,0.03,0.00,107.75,107.75
0.03,2024/1/1,0.03,0.00,106.65,106.65
0.03,2024/1/1,0.03,0.00,105.56,105.56
0.03,2024/1/1,0.03,0.00,104.48,104.48
0.03,2024/1/1,0.03,0.00,103.41,103.41
0.03,2024/1/1,0.03,0.00,102.35,102.35
0.03,2024/1/1,0.03,0.00,101.31,101.31
0.03,2024/1/1,0.03,0.00,100.27,100.27
0.03,2024/1/1,0.03,0.00,99.25,99.25
0.03,2024/1/1,0.03,0.00,98.24,98.24
0.03,2024/1/1,0.03,0.00,97.23,97.23
0.03,2024/1/1,0.03,0.00,96.24,96.24
0.04,2024/1/1,0.04,0.00,95.26,95.26
0.04,2024/1/1,0.04,0.00,94.29,94.29
0.04,2024/1/1,0.04,0.00,93.32,93.32
0.04,2024/1/1,0.04,0.00,92.37,92.37
0.04,2024/1/1,0.04,0.00,91.43,91.43
0.04,2024/1/1,0.04,0.00,90.49,90.49
0.04,2024/1/1,0.04,0.00,89.56,89.56
0.04,2024/1/1,0.04,0.00,88.65,88.65
0.04,2024/1/1,0.04,0.00,87.74,87.74
0.04,2024/1/1,0.04,0.00,86.84,86.84
0.04,2024/1/1,0.04,0.00,85.95,85.95
0.04,2024/1/1,0.04,0.00,85.07,85.07
0.04,2024/1/1,0.04,0.00,84.19,84.19
0.04,2024/1/1,0.04,0.00,83.32,83.32
0.04,2024/1/1,0.04,0.00,82.47,82.47
0.04,2024/1/1,0.04,0.00,81.61,81.61
0.04,2024/1/1,0.04,0.00,80.77,80.77
0.04,2024/1/1,0.04,0.00,79.94,79.94
0.04,2024/1/1,0.04,0.00,79.11,79.11
0.04,2024/1/1,0.04,0.00,78.29,78.29
0.04,2024/1/1,0.04,0.00,77.47,77.47
0.04,2024/1/1,0.04,0.00,76.67,76.67
0.04,2024/1/1,0.04,0.00,75.87,75.87
0.04,2024/1/1,0.04,0.00,75.08,75.08
0.04,2024/1/1,0.04,0.00,74.29,74.29
0.04,2024/1/1,0.04,0.00,73.51,73.51
0.04,2024/1/1,0.04,0.00,72.74,72.74
0.04,2024/1/1,0.04,0.00,71.97,71.97
0.04,2024/1/1,0.04,0.00,71.22,71.22
0.04,2024/1/1,0.04,0.00,70.46,70.46
0.04,2024/1/1,0.04,0.00,69.72,69.72
0.04,2024/1/1,0.04,0.00,68.98,68.98
0.04,2024/1/1,0.04,0.00,68.24,68.24
0.04,2024/1/1,0.04,0.00,67.51,67.51
0.04,2024/1/1,0.04,0.00,66.79,66.79
0.04,2024/1/1,0.04,0.00,66.08,66.08
0.05,2024/1/1,0.05,0.00,65.36,65.37
0.05,2024/1/1,0.05,0.00,64.66,64.66
0.05,2024/1/1,0.05,0.00,63.96,63.96
0.05,2024/1/1,0.05,0.00,63.27,63.27
0.05,2024/1/1,0.05,0.00,62.58,62.58
0.05,2024/1/1,0.05,0.00,61.90,61.90
0.05,2024/1/1,0.05,0.00,61.22,61.22
0.05,2024/1/1,0.05,0.00,60.55,60.55
0.05,2024/1/1,0.05,0.00,59.88,59.88
0.05,2024/1/1,0.05,0.00,59.22,59.22
0.05,2024/1/1,0.05,0.00,58.56,58.56
0.05,2024/1/1,0.05,0.00,57.91,57.91
0.05,2024/1/1,0.05,0.00,57.26,57.26
0.05,2024/1/1,0.05,0.00,56.62,56.62
0.05,2024/1/1,0.05,0.00,55.98,55.98
0.05,2024/1/1,0.05,0.00,55.35,55.35
0.05,2024/1/1,0.05,0.00,54.72,54.72
0.05,2024/1/1,0.05,0.00,54.10,54.10
0.05,2024/1/1,0.05,0.00,53.48,53.48
0.05,2024/1/1,0.05,0.00,52.86,52.86
0.05,2024/1/1,0.05,0.00,52.25,52.25
0.05,2024/1/1,0.05,0.00,51.65,51.65
0.05,2024/1/1,0.05,0.00,51.05,51.05
0.05,2024/1/1,0.05,0.00,50.45,50.45
0.05,2024/1/1,0.05,0.00,49.86,49.86
0.05,2024/1/1,0.05,0.00,49.27,49.27
0.05,2024/1/1,0.05,0.00,48.68,48.68
0.05,2024/1/1,0.05,0.00,48.10,48.10
0.05,2024/1/1,0.05,0.00,47.53,47.53
0.05,2024/1/1,0.05,0.00,46.95,46.95
0.05,2024/1/1,0.05,0.00,46.38,46.38
0.05,2024/1/1,0.05,0.00,45.82,45.82
0.05,2024/1/1,0.05,0.00,45.26,45.26
0.05,2024/1/1,0.05,0.00,44.70,44.70
0.05,2024/1/1,0.05,0.00,44.15,44.15
0.06,2024/1/1,0.06,0.00,43.60,43.60
0.06,2024/1/1,0.06,0.00,43.05,43.05
0.06,2024/1/1,0.06,0.00,42.51,42.51
0.06,2024/1/1,0.06,0.00,41.97,41.97
0.06,2024/1/1,0.06,0.00,41.44,41.44
0.06,2024/1/1,0.06,0.00,40.91,40.91
0.06,2024/1/1,0.06,0.00,40.38,40.38
0.06,2024/1/1,0.06,0.00,39.85,39.85
0.06,2024/1/1,0.06,0.00,39.33,39.33
0.06,2024/1/1,0.06,0.00,38.81,38.81
0.06,2024/1/1,0.06,0.00,38.30,38.30
0.06,2024/1/1,0.06,0.00,37.79,37.79
0.06,2024/1/1,0.06,0.00,37.28,37.28
0.06,2024/1/1,0.06,0.00,36.77,36.77
0.06,2024/1/1,0.06,0.00,36.27,36.27
0.06,2024/1/1,0.06,0.00,35.77,35.77
0.06,2024/1/1,0.06,0.00,35.28,35.28
0.06,2024/1/1,0.06,0.00,34.79,34.79
0.06,2024/1/1,0.06,0.00,34.30,34.30
0.06,2024/1/1,0.06,0.00,33.81,33.81
0.06,2024/1/1,0.06,0.00,33.33,33.33
0.06,2024/1/1,0.06,0.00,32.85,32.85
0.06,2024/1/1,0.06,0.00,32.37,32.37
0.06,2024/1/1,0.06,0.00,31.89,31.89
0.06,2024/1/1,0.06,0.00,31.42,31.42
0.06,2024/1/1,0.06,0.00,30.95,30.95
0.06,2024/1/1,0.06,0.00,30.49,30.49
0.06,2024/1/1,0.06,0.00,30.02,30.02
0.06,2024/1/1,0.06,0.00,29.56,29.56
0.06,2024/1/1,0.06,0.00,29.10,29.10
0.06,2024/1/1,0.06,0.00,28.65,28.65
0.06,2024/1/1,0.06,0.00,28.20,28.20
0.06,2024/1/1,0.06,0.00,27.75,27.75
0.06,2024/1/1,0.06,0.00,27.30,27.30
0.06,2024/1/1,0.06,0.00,26.85,26.85
0.06,2024/1/1,0.06,0.00,26.41,26.41
0.07,2024/1/1,0.07,0.00,25.97,25.97
0.07,2024/1/1,0.07,0.00,25.53,25.53
0.07,2024/1/1,0.07,0.00,25.10,25.10
0.07,2024/1/1,0.07,0.00,24.67,24.67
0.07,2024/1/1,0.07,0.00,24.24,24.24
0.07,2024/1/1,0.07,0.00,23.81,23.81
0.07,2024/1/1,0.07,0.00,23.38,23.38
0.07,2024/1/1,0.07,0.00,22.96,22.96
0.07,2024/1/1,0.07,0.00,22.54,22.54
0.07,2024/1/1,0.07,0.00,22.12,22.12
0.07,2024/1/1,0.07,0.00,21.71,21.71
0.07,2024/1/1,0.07,0.00,21.29,21.29
0.07,2024/1/1,0.07,0.00,20.88,20.88
0.07,2024/1/1,0.07,0.00,20.47,20.47
0.07,2024/1/1,0.07,0.00,20.07,20.07
0.07,2024/1/1,0.07,0.00,19.66,19.66
0.07,2024/1/1,0.07,0.00,19.26,19.26
0.07,2024/1/1,0.07,0.00,18.86,18.86
0.07,2024/1/1,0.07,0.00,18.46,18.46
0.07,2024/1/1,0.07,0.00,18.06,18.06
0.07,2024/1/1,0.07,0.00,17.67,17.67
0.07,2024/1/1,0.07,0.00,17.28,17.28
0.07,2024/1/1,0.07,0.00,16.89,16.89
0.07,2024/1/1,0.07,0.00,16.50,16.50
0.07,2024/1/1,0.07,0.00,16.12,16.12
0.07,2024/1/1,0.07,0.00,15.73,15.73
0.07,2024/1/1,0.07,0.00,15.35,15.35
0.07,2024/1/1,0.07,0.00,14.97,14.97
0.07,2024/1/1,0.07,0.00,14.59,14.59
0.07,2024/1/1,0.07,0.00,14.22,14.22
0.07,2024/1/1,0.07,0.00,13.84,13.84
0.07,2024/1/1,0.07,0.00,13.47,13.47
0.07,2024/1/1,0.07,0.00,13.10,13.10
0.07,2024/1/1,0.07,0.00,12.73,12.73
0.07,2024/1/1,0.07,0.00,12.36,12.36
0.07,2024/1/1,0.07,0.00,12.00,12.00
0.08,2024/1/1,0.08,0.00,11.64,11.64
0.08,2024/1/1,0.08,0.00,11.28,11.28
0.08,2024/1/1,0.08,0.00,10.92,10.92
0.08,2024/1/1,0.08,0.00,10.56,10.56
0.08,2024/1/1,0.08,0.00,10.20,10.20
0.08,2024/1/1,0.08,0.00,9.85,9.85
0.08,2024/1/1,0.08,0.00,9.50,9.50
0.08,2024/1/1,0.08,0.00,9.14,9.14
0.08,2024/1/1,0.08,0.00,8.80,8.80
0.08,2024/1/1,0.08,0.00,8.45,8.45
0.08,2024/1/1,0.08,0.00,8.10,8.10
0.08,2024/1/1,0.08,0.00,7.76,7.76
0.08,2024/1/1,0.08,0.00,7.42,7.42
0.08,2024/1/1,0.08,0.00,7.08,7.08
0.08,2024/1/1,0.08,0.00,6.74,6.74
0.08,2024/1/1,0.08,0.00,6.40,6.40
0.08,2024/1/1,0.08,0.00,6.06,6.06
0.08,2024/1/1,0.08,0.00,5.73,5.73
0.08,2024/1/1,0.08,0.00,5.40,5.40
0.08,2024/1/1,0.08,0.00,5.06,5.06
0.08,2024/1/1,0.08,0.00,4.74,4.74
0.08,2024/1/1,0.08,0.00,4.41,4.41
0.08,2024/1/1,0.08,0.00,4.08,4.08
0.08,2024/1/1,0.08,0.00,3.76,3.76
0.08,2024/1/1,0.08,0.00,3.43,3.43
0.08,2024/1/1,0.08,0.00,3.11,3.11
0.08,2024/1/1,0.08,0.00,2.79,2.79
0.08,2024/1/1,0.08,0.00,2.47,2.47
0.08,2024/1/1,0.08,0.00,2.15,2.15
0.08,2024/1/1,0.08,0.00,1.84,1.84
0.08,2024/1/1,0.08,0.00,1.52,1.52
0.08,2024/1/1,0.08,0.00,1.21,1.21
0.08,2024/1/1,0.08,0.00,0.89,0.89
0.08,2024/1/1,0.08,0.00,0.58,0.58
0.08,2024/1/1,0.08,0.00,0.27,0.27
0.08,2024/1/1,0.08,0.00,-0.03,-0.03
0.09,2024/1/1,0.09,0.00,-0.34,-0.34
0.09,2024/1/1,0.09,0.00,-0.65,-0.65
0.09,2024/1/1,0.09,0.00,-0.95,-0.95
0.09,2024/1/1,0.09,0.00,-1.25,-1.25
0.09,2024/1/1,0.09,0.00,-1.55,-1.55
0.09,2024/1/1,0.09,0.00,-1.85,-1.85
0.09,2024/1/1,0.09,0.00,-2.15,-2.15
0.09,2024/1/1,0.09,0.00,-2.45,-2.45
0.09,2024/1/1,0.09,0.00,-2.75,-2.75
0.09,2024/1/1,0.09,0.00,-3.04,-3.04
0.09,2024/1/1,0.09,0.00,-3.34,-3.34
0.09,2024/1/1,0.09,0.00,-3.63,-3.63
0.09,2024/1/1,0.09,0.00,-3.92,-3.92
0.09,2024/1/1,0.09,0.00,-4.21,-4.21
0.09,2024/1/1,0.09,0.00,-4.50,-4.50
0.09,2024/1/1,0.09,0.00,-4.79,-4.79
0.09,2024/1/1,0.09,0.00,-5.07,-5.07
0.09,2024/1/1,0.09,0.00,-5.36,-5.36
0.09,2024/1/1,0.09,0.00,-5.64,-5.64
0.09,2024/1/1,0.09,0.00,-5.92,-5.92
0.09,2024/1/1,0.09,0.00,-6.20,-6.20
0.09,2024/1/1,0.09,0.00,-6.49,-6.49
0.09,2024/1/1,0.09,0.00,-6.76,-6.76
0.09,2024/1/1,0.09,0.00,-7.04,-7.04
0.09,2024/1/1,0.09,0.00,-7.32,-7.32
0.09,2024/1/1,0.09,0.00,-7.60,-7.60
0.09,2024/1/1,0.09,0.00,-7.87,-7.87
0.09,2024/1/1,0.09,0.00,-8.14,-8.14
0.09,2024/1/1,0.09,0.00,-8.42,-8.42
0.09,2024/1/1,0.09,0.00,-8.69,-8.69
0.09,2024/1/1,0.09,0.00,-8.96,-8.96
0.09,2024/1/1,0.09,0.00,-9.23,-9.23
0.09,2024/1/1,0.09,0.00,-9.50,-9.50
0.09,2024/1/1,0.09,0.00,-9.76,-9.76
0.09,2024/1/1,0.09,0.00,-10.03,-10.03
0.09,2024/1/1,0.09,0.00,-10.29,-10.29
0.10,2024/1/1,0.10,0.00,-10.56,-10.56
0.10,2024/1/1,0.10,0.00,-10.82,-10.82
0.10,2024/1/1,0.10,0.00,-11.08,-11.08
0.10,2024/1/1,0.10,0.00,-11.34,-11.34
0.10,2024/1/1,0.10,0.00,-11.60,-11.60
0.10,2024/1/1,0.10,0.00,-11.86,-11.86
0.10,2024/1/1,0.10,0.00,-12.12,-12.12
0.10,2024/1/1,0.10,0.00,-12.38,-12.38
0.10,2024/1/1,0.10,0.00,-12.63,-12.63
0.10,2024/1/1,0.10,0.00,-12.89,-12.89
0.10,2024/1/1,0.10,0.00,-13.14,-13.14
0.10,2024/1/1,0.10,0.00,-13.39,-13.39
0.10,2024/1/1,0.10,0.00,-13.65,-13.65
0.10,2024/1/1,0.10,0.00,-13.90,-13.90
0.10,2024/1/1,0.10,0.00,-14.15,-14.15
0.10,2024/1/1,0.10,0.00,-14.40,-14.40
0.10,2024/1/1,0.10,0.00,-14.64,-14.64
0.10,2024/1/1,0.10,0.00,-14.89,-14.89
0.10,2024/1/1,0.10,0.00,-15.14,-15.14
0.10,2024/1/1,0.10,0.00,-15.38,-15.38
0.10,2024/1/1,0.10,0.00,-15.63,-15.63
0.10,2024/1/1,0.10,0.00,-15.87,-15.87
0.10,2024/1/1,0.10,0.00,-16.11,-16.11
0.10,2024/1/1,0.10,0.00,-16.36,-16.36
0.10,2024/1/1,0.10,0.00,-16.60,-16.60
0.10,2024/1/1,0.10,0.00,-16.84,-16.84
0.10,2024/1/1,0.10,0.00,-17.08,-17.08
0.10,2024/1/1,0.10,0.00,-17.31,-17.31
0.10,2024/1/1,0.10,0.00,-17.55,-17.55
0.10,2024/1/1,0.10,0.00,-17.79,-17.79
0.10,2024/1/1,0.10,0.00,-18.02,-18.02
0.10,2024/1/1,0.10,0.00,-18.26,-18.26
0.10,2024/1/1,0.10,0.00,-18.49,-18.49
0.10,2024/1/1,0.10,0.00,-18.73,-18.73
0.10,2024/1/1,0.10,0.00,-18.96,-18.96
0.10,2024/1/1,0.10,0.00,-19.19,-19.19
0.11,2024/1/1,0.11,0.00,-19.42,-19.42
0.11,2024/1/1,0.11,0.00,-19.65,-19.65
0.11,2024/1/1,0.11,0.00,-19.88,-19.88
0.11,2024/1/1,0.11,0.00,-20.11,-20.11
0.11,2024/1/1,0.11,0.00,-20.33,-20.33
0.11,2024/1/1,0.11,0.00,-20.56,-20.56
0.11,2024/1/1,0.11,0.00,-20.79,-20.79
0.11,2024/1/1,0.11,0.00,-21.01,-21.01
0.11,2024/1/1,0.11,0.00,-21.23,-21.23
0.11,2024/1/1,0.11,0.00,-21.46,-21.46
0.11,2024/1/1,0.11,0.00,-21.68,-21.68
0.11,2024/1/1,0.11,0.00,-21.90,-21.90
0.11,2024/1/1,0.11,0.00,-22.12,-22.12
0.11,2024/1/1,0.11,0.00,-22.34,-22.34
0.11,2024/1/1,0.11,0.00,-22.56,-22.56
0.11,2024/1/1,0.11,0.00,-22.78,-22.78
0.11,2024/1/1,0.11,0.00,-23.00,-23.00
0.11,2024/1/1,0.11,0.00,-23.22,-23.22
0.11,2024/1/1,0.11,0.00,-23.43,-23.43
0.11,2024/1/1,0.11,0.00,-23.65,-23.65
0.11,2024/1/1,0.11,0.00,-23.86,-23.86
0.11,2024/1/1,0.11,0.00,-24.08,-24.08
0.11,2024/1/1,0.11,0.00,-24.29,-24.29
0.11,2024/1/1,0.11,0.00,-24.51,-24.51
0.11,2024/1/1,0.11,0.00,-24.72,-24.72
0.11,2024/1/1,0.11,0.00,-24.93,-24.93
0.11,2024/1/1,0.11,0.00,-25.14,-25.14
0.11,2024/1/1,0.11,0.00,-25.35,-25.35
0.11,2024/1/1,0.11,0.00,-25.56,-25.56
0.11,2024/1/1,0.11,0.00,-25.77,-25.77
0.11,2024/1/1,0.11,0.00,-25.98,-25.98
0.11,2024/1/1,0.11,0.00,-26.18,-26.18
0.11,2024/1/1,0.11,0.00,-26.39,-26.39
0.11,2024/1/1,0.11,0.00,-26.60,-26.60
0.11,2024/1/1,0.11,0.00,-26.80,-26.80
0.11,2024/1/1,0.11,0.00,-27.01,-27.01
0.12,2024/1/1,0.12,0.00,-27.21,-27.21
0.12,2024/1/1,0.12,0.00,-27.41,-27.41
0.12,2024/1/1,0.12,0.00,-27.62,-27.62
0.12,2024/1/1,0.12,0.00,-27.82,-27.82
0.12,2024/1/1,0.12,0.00,-28.02,-28.02
0.12,2024/1/1,0.12,0.00,-28.22,-28.22
0.12,2024/1/1,0.12,0.00,-28.42,-28.42
0.12,2024/1/1,0.12,0.00,-28.62,-28.62
0.12,2024/1/1,0.12,0.00,-28.82,-28.82
0.12,2024/1/1,0.12,0.00,-29.01,-29.01
0.12,2024/1/1,0.12,0.00,-29.21,-29.21
0.12,2024/1/1,0.12,0.00,-29.41,-29.41
0.12,2024/1/1,0.12,0.00,-29.61,-29.61
0.12,2024/1/1,0.12,0.00,-29.80,-29.80
0.12,2024/1/1,0.12,0.00,-30.00,-30.00
0.12,2024/1/1,0.12,0.00,-30.19,-30.19
0.12,2024/1/1,0.12,0.00,-30.38,-30.38
0.12,2024/1/1,0.12,0.00,-30.58,-30.58
0.12,2024/1/1,0.12,0.00,-30.77,-30.77
0.12,2024/1/1,0.12,0.00,-30.96,-30.96
0.12,2024/1/1,0.12,0.00,-31.15,-31.15
0.12,2024/1/1,0.12,0.00,-31.34,-31.34
0.12,2024/1/1,0.12,0.00,-31.53,-31.53
0.12,2024/1/1,0.12,0.00,-31.72,-31.72
0.12,2024/1/1,0.12,0.00,-31.91,-31.91
0.12,2024/1/1,0.12,0.00,-32.10,-32.10
0.12,2024/1/1,0.12,0.00,-32.29,-32.29
0.12,2024/1/1,0.12,0.00,-32.47,-32.47
0.12,2024/1/1,0.12,0.00,-32.66,-32.66
0.12,2024/1/1,0.12,0.00,-32.85,-32.85
0.12,2024/1/1,0.12,0.00,-33.03,-33.03
0.12,2024/1/1,0.12,0.00,-33.22,-33.22
0.12,2024/1/1,0.12,0.00,-33.40,-33.40
0.12,2024/1/1,0.12,0.00,-33.59,-33.59
0.12,2024/1/1,0.12,0.00,-33.77,-33.77
0.12,2024/1/1,0.12,0.00,-33.95,-33.95
0.13,2024/1/1,0.13,0.00,-34.13,-34.13
0.13,2024/1/1,0.13,0.00,-34.32,-34.32
0.13,2024/1/1,0.13,0.00,-34.50,-34.50
0.13,2024/1/1,0.13,0.00,-34.68,-34.68
0.13,2024/1/1,0.13,0.00,-34.86,-34.86
0.13,2024/1/1,0.13,0.00,-35.04,-35.04
0.13,2024/1/1,0.13,0.00,-35.22,-35.22
0.13,2024/1/1,0.13,0.00,-35.39,-35.39
0.13,2024/1/1,0.13,0.00,-35.57,-35.57
0.13,2024/1/1,0.13,0.00,-35.75,-35.75
0.13,2024/1/1,0.13,0.00,-35.93,-35.93
0.13,2024/1/1,0.13,0.00,-36.10,-36.10
0.13,2024/1/1,0.13,0.00,-36.28,-36.28
0.13,2024/1/1,0.13,0.00,-36.45,-36.45
0.13,2024/1/1,0.13,0.00,-36.63,-36.63
0.13,2024/1/1,0.13,0.00,-36.80,-36.80
0.13,2024/1/1,0.13,0.00,-36.98,-36.98
0.13,2024/1/1,0.13,0.00,-37.15,-37.15
0.13,2024/1/1,0.13,0.00,-37.32,-37.32
0.13,2024/1/1,0.13,0.00,-37.49,-37.49
0.13,2024/1/1,0.13,0.00,-37.67,-37.67
0.13,2024/1/1,0.13,0.00,-37.84,-37.84
0.13,2024/1/1,0.13,0.00,-38.01,-38.01
0.13,2024/1/1,0.13,0.00,-38.18,-38.18
0.13,2024/1/1,0.13,0.00,-38.35,-38.35
0.13,2024/1/1,0.13,0.00,-38.52,-38.52
0.13,2024/1/1,0.13,0.00,-38.69,-38.69
0.13,2024/1/1,0.13,0.00,-38.85,-38.85
0.13,2024/1/1,0.13,0.00,-39.02,-39.02
0.13,2024/1/1,0.13,0.00,-39.19,-39.19
0.13,2024/1/1,0.13,0.00,-39.36,-39.36
0.13,2024/1/1,0.13,0.00,-39.52,-39.52
0.13,2024/1/1,0.13,0.00,-39.69,-39.69
0.13,2024/1/1,0.13,0.00,-39.85,-39.85
0.13,2024/1/1,0.13,0.00,-40.02,-40.02
0.13,2024/1/1,0.13,0.00,-40.18,-40.18
0.14,2024/1/1,0.14,0.00,-40.35,-40.35
0.14,2024/1/1,0.14,0.00,-40.51,-40.51
0.14,2024/1/1,0.14,0.00,-40.67,-40.67
0.14,2024/1/1,0.14,0.00,-40.84,-40.84
0.14,2024/1/1,0.14,0.00,-41.00,-41.00
0.14,2024/1/1,0.14,0.00,-41.16,-41.16
0.14,2024/1/1,0.14,0.00,-41.32,-41.32
0.14,2024/1/1,0.14,0.00,-41.48,-41.48
0.14,2024/1/1,0.14,0.00,-41.64,-41.64
0.14,2024/1/1,0.14,0.00,-41.80,-41.80
0.14,2024/1/1,0.14,0.00,-41.96,-41.96
0.14,2024/1/1,0.14,0.00,-42.12,-42.12
0.14,2024/1/1,0.14,0.00,-42.28,-42.28
0.14,2024/1/1,0.14,0.00,-42.44,-42.44
0.14,2024/1/1,0.14,0.00,-42.60,-42.60
0.14,2024/1/1,0.14,0.00,-42.76,-42.76
